Policy_Sequence,,Q,Tp,Tnp,p,W1,W2,arrival_rate,gamma,Policy_Type,Switch_Index,Full Policy,,,,Tnp,p,Lambda,T,W1,Gamma,,,,,,Tp,Tnp,p,W1,W2,arrival_rate,gamma,,,Tnp,p,Lambda,T,W1,Gamma
"[0, 0, 0, 0, 0, 2]",120.90.217780.1,5,1,12,0.9,778,1,0.225,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.217780.2,5,1,12,0.9,778,1,0.225,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.217780.3,5,1,12,0.9,778,1,0.225,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.217780.4,5,1,12,0.9,778,1,0.225,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.217780.5,5,1,12,0.9,778,1,0.225,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.217780.6,5,1,12,0.9,778,1,0.225,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.217780.7,5,1,12,0.9,778,1,0.225,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.217780.8,5,1,12,0.9,778,1,0.225,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.217780.9,5,1,12,0.9,778,1,0.225,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.317780,5,1,12,0.9,778,1,0.35,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.317780.1,5,1,12,0.9,778,1,0.35,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.317780.2,5,1,12,0.9,778,1,0.35,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.317780.3,5,1,12,0.9,778,1,0.35,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.317780.4,5,1,12,0.9,778,1,0.35,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.317780.5,5,1,12,0.9,778,1,0.35,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.317780.6,5,1,12,0.9,778,1,0.35,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.317780.7,5,1,12,0.9,778,1,0.35,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.317780.8,5,1,12,0.9,778,1,0.35,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.317780.9,5,1,12,0.9,778,1,0.35,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.417780.1,5,1,12,0.9,778,1,0.475,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.417780.3,5,1,12,0.9,778,1,0.475,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.417780.5,5,1,12,0.9,778,1,0.475,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.417780.6,5,1,12,0.9,778,1,0.475,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.417780.8,5,1,12,0.9,778,1,0.475,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.417780.9,5,1,12,0.9,778,1,0.475,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.118890,5,1,12,0.9,889,1,0.1,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.118890.1,5,1,12,0.9,889,1,0.1,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.118890.2,5,1,12,0.9,889,1,0.1,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.118890.3,5,1,12,0.9,889,1,0.1,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.118890.4,5,1,12,0.9,889,1,0.1,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.118890.5,5,1,12,0.9,889,1,0.1,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.118890.6,5,1,12,0.9,889,1,0.1,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.118890.7,5,1,12,0.9,889,1,0.1,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.118890.8,5,1,12,0.9,889,1,0.1,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.118890.9,5,1,12,0.9,889,1,0.1,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.218890,5,1,12,0.9,889,1,0.225,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.218890.1,5,1,12,0.9,889,1,0.225,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.218890.2,5,1,12,0.9,889,1,0.225,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.218890.3,5,1,12,0.9,889,1,0.225,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.218890.4,5,1,12,0.9,889,1,0.225,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.218890.5,5,1,12,0.9,889,1,0.225,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.218890.6,5,1,12,0.9,889,1,0.225,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.218890.7,5,1,12,0.9,889,1,0.225,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.218890.8,5,1,12,0.9,889,1,0.225,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.218890.9,5,1,12,0.9,889,1,0.225,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.318890,5,1,12,0.9,889,1,0.35,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.318890.1,5,1,12,0.9,889,1,0.35,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.318890.2,5,1,12,0.9,889,1,0.35,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.318890.3,5,1,12,0.9,889,1,0.35,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.318890.4,5,1,12,0.9,889,1,0.35,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.318890.5,5,1,12,0.9,889,1,0.35,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.318890.6,5,1,12,0.9,889,1,0.35,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.318890.7,5,1,12,0.9,889,1,0.35,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.318890.8,5,1,12,0.9,889,1,0.35,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.318890.9,5,1,12,0.9,889,1,0.35,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.418890.1,5,1,12,0.9,889,1,0.475,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.418890.2,5,1,12,0.9,889,1,0.475,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.418890.3,5,1,12,0.9,889,1,0.475,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.418890.7,5,1,12,0.9,889,1,0.475,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.418890.9,5,1,12,0.9,889,1,0.475,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.1110000,5,1,12,0.9,1000,1,0.1,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.1110000.1,5,1,12,0.9,1000,1,0.1,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.1110000.2,5,1,12,0.9,1000,1,0.1,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.1110000.3,5,1,12,0.9,1000,1,0.1,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.1110000.4,5,1,12,0.9,1000,1,0.1,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.1110000.5,5,1,12,0.9,1000,1,0.1,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.1110000.6,5,1,12,0.9,1000,1,0.1,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.1110000.7,5,1,12,0.9,1000,1,0.1,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.1110000.8,5,1,12,0.9,1000,1,0.1,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.1110000.9,5,1,12,0.9,1000,1,0.1,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.2110000,5,1,12,0.9,1000,1,0.225,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.2110000.1,5,1,12,0.9,1000,1,0.225,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.2110000.2,5,1,12,0.9,1000,1,0.225,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.2110000.3,5,1,12,0.9,1000,1,0.225,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.2110000.4,5,1,12,0.9,1000,1,0.225,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.2110000.5,5,1,12,0.9,1000,1,0.225,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.2110000.6,5,1,12,0.9,1000,1,0.225,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.2110000.7,5,1,12,0.9,1000,1,0.225,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.2110000.8,5,1,12,0.9,1000,1,0.225,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.2110000.9,5,1,12,0.9,1000,1,0.225,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.3110000,5,1,12,0.9,1000,1,0.35,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.3110000.1,5,1,12,0.9,1000,1,0.35,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.3110000.2,5,1,12,0.9,1000,1,0.35,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.3110000.3,5,1,12,0.9,1000,1,0.35,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.3110000.4,5,1,12,0.9,1000,1,0.35,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.3110000.5,5,1,12,0.9,1000,1,0.35,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.3110000.6,5,1,12,0.9,1000,1,0.35,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.3110000.7,5,1,12,0.9,1000,1,0.35,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.3110000.8,5,1,12,0.9,1000,1,0.35,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.3110000.9,5,1,12,0.9,1000,1,0.35,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.4110000,5,1,12,0.9,1000,1,0.475,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.4110000.1,5,1,12,0.9,1000,1,0.475,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.4110000.2,5,1,12,0.9,1000,1,0.475,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.4110000.3,5,1,12,0.9,1000,1,0.475,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.4110000.5,5,1,12,0.9,1000,1,0.475,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.4110000.7,5,1,12,0.9,1000,1,0.475,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",120.90.4110000.8,5,1,12,0.9,1000,1,0.475,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.1110,5,1,15,0.1,1,1,0.1,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.1110.1,5,1,15,0.1,1,1,0.1,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.1110.2,5,1,15,0.1,1,1,0.1,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.1110.3,5,1,15,0.1,1,1,0.1,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.1110.4,5,1,15,0.1,1,1,0.1,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.1110.5,5,1,15,0.1,1,1,0.1,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.1110.6,5,1,15,0.1,1,1,0.1,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.1110.7,5,1,15,0.1,1,1,0.1,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.1110.8,5,1,15,0.1,1,1,0.1,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.1110.9,5,1,15,0.1,1,1,0.1,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.2110,5,1,15,0.1,1,1,0.225,0.01,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.2110.1,5,1,15,0.1,1,1,0.225,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.2110.2,5,1,15,0.1,1,1,0.225,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.2110.3,5,1,15,0.1,1,1,0.225,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.2110.4,5,1,15,0.1,1,1,0.225,0.445555556,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.2110.5,5,1,15,0.1,1,1,0.225,0.554444444,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.2110.6,5,1,15,0.1,1,1,0.225,0.663333333,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.2110.7,5,1,15,0.1,1,1,0.225,0.772222222,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.2110.8,5,1,15,0.1,1,1,0.225,0.881111111,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.2110.9,5,1,15,0.1,1,1,0.225,0.99,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.3110.1,5,1,15,0.1,1,1,0.35,0.118888889,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.3110.2,5,1,15,0.1,1,1,0.35,0.227777778,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0, 0, 0, 0, 0, 2]",150.10.3110.3,5,1,15,0.1,1,1,0.35,0.336666667,Always Hold,,Always Hold_,,"[0, 0, 0, 0, 0, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,
